,timestamp,mcap,symbol
0,1616112000000,0.0,alchemix-usd
1,1616198400000,0.0,alchemix-usd
2,1616284800000,0.0,alchemix-usd
3,1616371200000,0.0,alchemix-usd
4,1616457600000,0.0,alchemix-usd
5,1616630400000,0.0,alchemix-usd
6,1616716800000,0.0,alchemix-usd
7,1616803200000,0.0,alchemix-usd
8,1616889600000,0.0,alchemix-usd
9,1616976000000,0.0,alchemix-usd
10,1617062400000,0.0,alchemix-usd
11,1617148800000,0.0,alchemix-usd
12,1617235200000,0.0,alchemix-usd
13,1617494400000,0.0,alchemix-usd
14,1617580800000,0.0,alchemix-usd
15,1617926400000,0.0,alchemix-usd
16,1618012800000,0.0,alchemix-usd
17,1618099200000,0.0,alchemix-usd
18,1618185600000,0.0,alchemix-usd
19,1618272000000,0.0,alchemix-usd
20,1618358400000,0.0,alchemix-usd
21,1618444800000,0.0,alchemix-usd
22,1618531200000,0.0,alchemix-usd
23,1618617600000,0.0,alchemix-usd
24,1618704000000,0.0,alchemix-usd
25,1619049600000,0.0,alchemix-usd
26,1619136000000,0.0,alchemix-usd
27,1619222400000,0.0,alchemix-usd
28,1619308800000,0.0,alchemix-usd
29,1619395200000,0.0,alchemix-usd
30,1619481600000,0.0,alchemix-usd
31,1619568000000,0.0,alchemix-usd
32,1619654400000,0.0,alchemix-usd
33,1619740800000,0.0,alchemix-usd
34,1619827200000,0.0,alchemix-usd
35,1619913600000,0.0,alchemix-usd
36,1620000000000,0.0,alchemix-usd
37,1620086400000,0.0,alchemix-usd
38,1620172800000,0.0,alchemix-usd
39,1620259200000,0.0,alchemix-usd
40,1620345600000,0.0,alchemix-usd
41,1620432000000,0.0,alchemix-usd
42,1620518400000,0.0,alchemix-usd
43,1620604800000,0.0,alchemix-usd
44,1620691200000,0.0,alchemix-usd
45,1620777600000,0.0,alchemix-usd
46,1620950400000,0.0,alchemix-usd
47,1621036800000,0.0,alchemix-usd
48,1621123200000,0.0,alchemix-usd
49,1621209600000,0.0,alchemix-usd
50,1621296000000,0.0,alchemix-usd
51,1621382400000,0.0,alchemix-usd
52,1621468800000,0.0,alchemix-usd
53,1621641600000,229863943.79715198,alchemix-usd
54,1621728000000,229863943.79715198,alchemix-usd
55,1621814400000,209304690.47344238,alchemix-usd
56,1621900800000,215665417.81120956,alchemix-usd
57,1621987200000,220748236.29734522,alchemix-usd
58,1622073600000,244821975.67952955,alchemix-usd
59,1622160000000,255229738.68508494,alchemix-usd
60,1622246400000,279632747.8397772,alchemix-usd
61,1622332800000,276966372.5667977,alchemix-usd
62,1622419200000,270656710.3839871,alchemix-usd
63,1622505600000,275291278.5821974,alchemix-usd
64,1622592000000,269059525.0324177,alchemix-usd
65,1622678400000,263907172.6126194,alchemix-usd
66,1622764800000,265594807.50455076,alchemix-usd
67,1622851200000,266708427.19723466,alchemix-usd
68,1622937600000,245011613.641079,alchemix-usd
69,1623024000000,254712363.37665093,alchemix-usd
70,1623110400000,268242782.3772366,alchemix-usd
71,1623196800000,266993278.81438753,alchemix-usd
72,1623283200000,273155233.43074614,alchemix-usd
73,1623369600000,283832220.3432706,alchemix-usd
74,1623456000000,290656331.5306667,alchemix-usd
75,1623542400000,312414921.75518197,alchemix-usd
76,1623628800000,328993915.9009061,alchemix-usd
77,1623715200000,379785132.3701329,alchemix-usd
78,1623801600000,419548856.98250705,alchemix-usd
79,1623888000000,413306670.1343106,alchemix-usd
80,1623974400000,383269859.4182463,alchemix-usd
81,1624060800000,369871925.4157411,alchemix-usd
82,1624147200000,352599449.97750074,alchemix-usd
83,1624233600000,344301737.97231436,alchemix-usd
84,1624320000000,249149282.47028425,alchemix-usd
85,1624406400000,237556733.5688327,alchemix-usd
86,1624492800000,239620786.99899417,alchemix-usd
87,1624579200000,238598642.13864118,alchemix-usd
88,1624665600000,235343727.73920766,alchemix-usd
89,1624752000000,241840089.01246995,alchemix-usd
90,1624838400000,245091005.19680673,alchemix-usd
